"","t1","t3","t115","t116","t99","t100","t48","t49","t28","t46","t47","t29","t30","t12","t97","t98","t89","t90","t125","t126","t55","t92","t93","t31","t86","t87","t85","t123","t124","t4","t11","t13","t14","t5","t63","t64","t112","t113","t114","t88","t60","t61","t7","t6","t57","t62","t70","t71","t75","t76","t34","t35","t95","t96","t81","t82","t56","t68","t69","t27","t94","t107","t108","t39","t40","t25","t105","t106","t121","t122","t23","t53","t54","t36","t33","t17","t10","t77","t78","t104","t109","t110","t91","t102","t103","t72","t73","t32","t8","t74","t117","t118","t111","t51","t16","t79","t80","t65","t18","t19","t9","t22","t83","t84","t21","t15","t20","t45","t52","t119","t120","t101","t24","t41","t42","t58","t59","t26","t37","t38","t66","t67","t50","t43","t44","t2"
"t19",9.35796239979,6.94796835949,8.58489800672,8.58489800672,8.58489800679,8.58489800679,8.58489800689,8.58489800689,8.58489800689,8.58489800669,8.24908981509,8.58489800667,8.58489800667,8.58489800659,7.21494110469,7.21494110469,7.21494110429,7.21494110429,7.2149411046571,7.2149411046571,7.21494110459,7.21494110459,7.02842193809,6.62151364484,7.21494110454,7.21494110454,7.14425763464,7.214941104527,7.214941104527,4.96809266644,5.64935249979,6.86845243089,5.82340440649,5.48481588609,7.21494110429,7.21494110429,7.21494110436,7.21494110436,7.21494110436,7.21494110439,7.21494110431,7.21494110431,5.47725077559,5.63683758499,7.21494110475,7.21494110468,7.21494110469,7.21494110469,7.21494110425,7.21494110425,7.21494110425,7.21494110475,7.21494110475,7.21494110475,7.21494110475,7.21494110475,7.2149411048,7.21494110483,7.21494110483,7.2149411048,7.2149411048,7.2149411048,7.2149411048,7.21494110475,7.21494110475,7.21494110435,7.21494110419,7.11515510727,7.214941104195,7.214941104195,7.00779233979,7.21494110428,6.80779494469,7.21494110428,6.51784548649,7.21494110389,5.5622142725,7.0855893237,7.0855893237,7.08558932358,7.00557882911,7.0855893236,7.08558932358,7.08558932348,7.08558932348,7.08558932358,7.08558932358,6.32617497983,7.0855893238,7.0855893237,7.08558932365,7.08558932365,7.08558932365,7.0855893237,5.7732873601,7.08558932381,7.08558932381,7.0855893238,1.7164478838,0,2.9897406428,4.41938158941,4.41938158971,4.41938158971,4.4193815901,3.4225369938,3.24431910531,4.4193815897,4.41938158973,4.41938158968,4.41938158968,4.41938158973,4.4193815899,4.4193815897,4.4193815897,4.4193815897,4.4193815897,4.4193815897,4.4193815898,4.4193815898,4.4193815898,4.4193815898,4.4193815898,4.4193815901,4.4193815901,6.49344201379
"t9",7.92832145259,5.51832741229,7.15525705952,7.15525705952,7.15525705959,7.15525705959,7.15525705969,7.15525705969,7.15525705969,7.15525705949,6.81944886789,7.15525705947,7.15525705947,7.15525705939,5.78530015749,5.78530015749,5.78530015709,5.78530015709,5.7853001574571,5.7853001574571,5.78530015739,5.78530015739,5.59878099089,5.19187269764,5.78530015734,5.78530015734,5.71461668744,5.785300157327,5.785300157327,3.53845171924,4.21971155259,5.43881148369,4.39376345929,4.05517493889,5.78530015709,5.78530015709,5.78530015716,5.78530015716,5.78530015716,5.78530015719,5.78530015711,5.78530015711,4.04760982839,4.20719663779,5.78530015755,5.78530015748,5.78530015749,5.78530015749,5.78530015705,5.78530015705,5.78530015705,5.78530015755,5.78530015755,5.78530015755,5.78530015755,5.78530015755,5.7853001576,5.78530015763,5.78530015763,5.7853001576,5.7853001576,5.7853001576,5.7853001576,5.78530015755,5.78530015755,5.78530015715,5.78530015699,5.68551416007,5.785300156995,5.785300156995,5.57815139259,5.78530015708,5.37815399749,5.78530015708,5.08820453929,5.78530015669,4.1325733253,5.6559483765,5.6559483765,5.65594837638,5.57593788191,5.6559483764,5.65594837638,5.65594837628,5.65594837628,5.65594837638,5.65594837638,4.89653403263,5.6559483766,5.6559483765,5.65594837645,5.65594837645,5.65594837645,5.6559483765,4.3436464129,5.65594837661,5.65594837661,5.6559483766,2.0712119706,2.9897406428,0,2.16529985961,2.16529985991,2.16529985991,2.1652998603,1.168455264,0.99023737551,2.1652998599,2.16529985993,2.16529985988,2.16529985988,2.16529985993,2.1652998601,2.7420969899,2.7420969899,2.7420969899,2.7420969899,2.7420969899,2.74209699,2.74209699,2.74209699,2.74209699,2.74209699,2.7420969903,2.7420969903,5.06380106659
"t22",9.3579623992,6.9479683589,8.58489800613,8.58489800613,8.5848980062,8.5848980062,8.5848980063,8.5848980063,8.5848980063,8.5848980061,8.2490898145,8.58489800608,8.58489800608,8.584898006,7.2149411041,7.2149411041,7.2149411037,7.2149411037,7.2149411040671,7.2149411040671,7.214941104,7.214941104,7.0284219375,6.62151364425,7.21494110395,7.21494110395,7.14425763405,7.214941103937,7.214941103937,4.96809266585,5.6493524992,6.8684524303,5.8234044059,5.4848158855,7.2149411037,7.2149411037,7.21494110377,7.21494110377,7.21494110377,7.2149411038,7.21494110372,7.21494110372,5.477250775,5.6368375844,7.21494110416,7.21494110409,7.2149411041,7.2149411041,7.21494110366,7.21494110366,7.21494110366,7.21494110416,7.21494110416,7.21494110416,7.21494110416,7.21494110416,7.21494110421,7.21494110424,7.21494110424,7.21494110421,7.21494110421,7.21494110421,7.21494110421,7.21494110416,7.21494110416,7.21494110376,7.2149411036,7.11515510668,7.214941103605,7.214941103605,7.0077923392,7.21494110369,6.8077949441,7.21494110369,6.5178454859,7.2149411033,5.56221427191,7.08558932311,7.08558932311,7.08558932299,7.00557882852,7.08558932301,7.08558932299,7.08558932289,7.08558932289,7.08558932299,7.08558932299,6.32617497924,7.08558932321,7.08558932311,7.08558932306,7.08558932306,7.08558932306,7.08558932311,5.77328735951,7.08558932322,7.08558932322,7.08558932321,3.50085291721,4.41938158941,2.16529985961,0,2.3310645443,2.3310645443,2.38863070731,2.28396440001,2.10574651152,3.28080899591,3.28080899594,3.28080899589,3.28080899589,3.28080899594,3.28080899611,4.17173793651,4.17173793651,4.17173793651,4.17173793651,4.17173793651,4.17173793661,4.17173793661,4.17173793661,4.17173793661,4.17173793661,4.17173793691,4.17173793691,6.4934420132
"t83",9.3579623995,6.9479683592,8.58489800643,8.58489800643,8.5848980065,8.5848980065,8.5848980066,8.5848980066,8.5848980066,8.5848980064,8.2490898148,8.58489800638,8.58489800638,8.5848980063,7.2149411044,7.2149411044,7.214941104,7.214941104,7.2149411043671,7.2149411043671,7.2149411043,7.2149411043,7.0284219378,6.62151364455,7.21494110425,7.21494110425,7.14425763435,7.214941104237,7.214941104237,4.96809266615,5.6493524995,6.8684524306,5.8234044062,5.4848158858,7.214941104,7.214941104,7.21494110407,7.21494110407,7.21494110407,7.2149411041,7.21494110402,7.21494110402,5.4772507753,5.6368375847,7.21494110446,7.21494110439,7.2149411044,7.2149411044,7.21494110396,7.21494110396,7.21494110396,7.21494110446,7.21494110446,7.21494110446,7.21494110446,7.21494110446,7.21494110451,7.21494110454,7.21494110454,7.21494110451,7.21494110451,7.21494110451,7.21494110451,7.21494110446,7.21494110446,7.21494110406,7.2149411039,7.11515510698,7.214941103905,7.214941103905,7.0077923395,7.21494110399,6.8077949444,7.21494110399,6.5178454862,7.2149411036,5.56221427221,7.08558932341,7.08558932341,7.08558932329,7.00557882882,7.08558932331,7.08558932329,7.08558932319,7.08558932319,7.08558932329,7.08558932329,6.32617497954,7.08558932351,7.08558932341,7.08558932336,7.08558932336,7.08558932336,7.08558932341,5.77328735981,7.08558932352,7.08558932352,7.08558932351,3.50085291751,4.41938158971,2.16529985991,2.3310645443,0,0.6473071008,2.38863070761,2.28396440031,2.10574651182,3.28080899621,3.28080899624,3.28080899619,3.28080899619,3.28080899624,3.28080899641,4.17173793681,4.17173793681,4.17173793681,4.17173793681,4.17173793681,4.17173793691,4.17173793691,4.17173793691,4.17173793691,4.17173793691,4.17173793721,4.17173793721,6.4934420135
"t84",9.3579623995,6.9479683592,8.58489800643,8.58489800643,8.5848980065,8.5848980065,8.5848980066,8.5848980066,8.5848980066,8.5848980064,8.2490898148,8.58489800638,8.58489800638,8.5848980063,7.2149411044,7.2149411044,7.214941104,7.214941104,7.2149411043671,7.2149411043671,7.2149411043,7.2149411043,7.0284219378,6.62151364455,7.21494110425,7.21494110425,7.14425763435,7.214941104237,7.214941104237,4.96809266615,5.6493524995,6.8684524306,5.8234044062,5.4848158858,7.214941104,7.214941104,7.21494110407,7.21494110407,7.21494110407,7.2149411041,7.21494110402,7.21494110402,5.4772507753,5.6368375847,7.21494110446,7.21494110439,7.2149411044,7.2149411044,7.21494110396,7.21494110396,7.21494110396,7.21494110446,7.21494110446,7.21494110446,7.21494110446,7.21494110446,7.21494110451,7.21494110454,7.21494110454,7.21494110451,7.21494110451,7.21494110451,7.21494110451,7.21494110446,7.21494110446,7.21494110406,7.2149411039,7.11515510698,7.214941103905,7.214941103905,7.0077923395,7.21494110399,6.8077949444,7.21494110399,6.5178454862,7.2149411036,5.56221427221,7.08558932341,7.08558932341,7.08558932329,7.00557882882,7.08558932331,7.08558932329,7.08558932319,7.08558932319,7.08558932329,7.08558932329,6.32617497954,7.08558932351,7.08558932341,7.08558932336,7.08558932336,7.08558932336,7.08558932341,5.77328735981,7.08558932352,7.08558932352,7.08558932351,3.50085291751,4.41938158971,2.16529985991,2.3310645443,0.6473071008,0,2.38863070761,2.28396440031,2.10574651182,3.28080899621,3.28080899624,3.28080899619,3.28080899619,3.28080899624,3.28080899641,4.17173793681,4.17173793681,4.17173793681,4.17173793681,4.17173793681,4.17173793691,4.17173793691,4.17173793691,4.17173793691,4.17173793691,4.17173793721,4.17173793721,6.4934420135
"t21",9.35796239989,6.94796835959,8.58489800682,8.58489800682,8.58489800689,8.58489800689,8.58489800699,8.58489800699,8.58489800699,8.58489800679,8.24908981519,8.58489800677,8.58489800677,8.58489800669,7.21494110479,7.21494110479,7.21494110439,7.21494110439,7.2149411047571,7.2149411047571,7.21494110469,7.21494110469,7.02842193819,6.62151364494,7.21494110464,7.21494110464,7.14425763474,7.214941104627,7.214941104627,4.96809266654,5.64935249989,6.86845243099,5.82340440659,5.48481588619,7.21494110439,7.21494110439,7.21494110446,7.21494110446,7.21494110446,7.21494110449,7.21494110441,7.21494110441,5.47725077569,5.63683758509,7.21494110485,7.21494110478,7.21494110479,7.21494110479,7.21494110435,7.21494110435,7.21494110435,7.21494110485,7.21494110485,7.21494110485,7.21494110485,7.21494110485,7.2149411049,7.21494110493,7.21494110493,7.2149411049,7.2149411049,7.2149411049,7.2149411049,7.21494110485,7.21494110485,7.21494110445,7.21494110429,7.11515510737,7.214941104295,7.214941104295,7.00779233989,7.21494110438,6.80779494479,7.21494110438,6.51784548659,7.21494110399,5.5622142726,7.0855893238,7.0855893238,7.08558932368,7.00557882921,7.0855893237,7.08558932368,7.08558932358,7.08558932358,7.08558932368,7.08558932368,6.32617497993,7.0855893239,7.0855893238,7.08558932375,7.08558932375,7.08558932375,7.0855893238,5.7732873602,7.08558932391,7.08558932391,7.0855893239,3.5008529179,4.4193815901,2.1652998603,2.38863070731,2.38863070761,2.38863070761,0,2.2839644007,2.10574651221,3.2808089966,3.28080899663,3.28080899658,3.28080899658,3.28080899663,3.2808089968,4.1717379372,4.1717379372,4.1717379372,4.1717379372,4.1717379372,4.1717379373,4.1717379373,4.1717379373,4.1717379373,4.1717379373,4.1717379376,4.1717379376,6.49344201389
"t15",8.36111780359,5.95112376329,7.58805341052,7.58805341052,7.58805341059,7.58805341059,7.58805341069,7.58805341069,7.58805341069,7.58805341049,7.25224521889,7.58805341047,7.58805341047,7.58805341039,6.21809650849,6.21809650849,6.21809650809,6.21809650809,6.2180965084571,6.2180965084571,6.21809650839,6.21809650839,6.03157734189,5.62466904864,6.21809650834,6.21809650834,6.14741303844,6.218096508327,6.218096508327,3.97124807024,4.65250790359,5.87160783469,4.82655981029,4.48797128989,6.21809650809,6.21809650809,6.21809650816,6.21809650816,6.21809650816,6.21809650819,6.21809650811,6.21809650811,4.48040617939,4.63999298879,6.21809650855,6.21809650848,6.21809650849,6.21809650849,6.21809650805,6.21809650805,6.21809650805,6.21809650855,6.21809650855,6.21809650855,6.21809650855,6.21809650855,6.2180965086,6.21809650863,6.21809650863,6.2180965086,6.2180965086,6.2180965086,6.2180965086,6.21809650855,6.21809650855,6.21809650815,6.21809650799,6.11831051107,6.218096507995,6.218096507995,6.01094774359,6.21809650808,5.81095034849,6.21809650808,5.52100089029,6.21809650769,4.5653696763,6.0887447275,6.0887447275,6.08874472738,6.00873423291,6.0887447274,6.08874472738,6.08874472728,6.08874472728,6.08874472738,6.08874472738,5.32933038363,6.0887447276,6.0887447275,6.08874472745,6.08874472745,6.08874472745,6.0887447275,4.7764427639,6.08874472761,6.08874472761,6.0887447276,2.5040083216,3.4225369938,1.168455264,2.28396440001,2.28396440031,2.28396440031,2.2839644007,0,0.94337280451,2.1184352889,2.11843528893,2.11843528888,2.11843528888,2.11843528893,2.1184352891,3.1748933409,3.1748933409,3.1748933409,3.1748933409,3.1748933409,3.174893341,3.174893341,3.174893341,3.174893341,3.174893341,3.1748933413,3.1748933413,5.49659741759
"t20",8.1828999151,5.7729058748,7.40983552203,7.40983552203,7.4098355221,7.4098355221,7.4098355222,7.4098355222,7.4098355222,7.409835522,7.0740273304,7.40983552198,7.40983552198,7.4098355219,6.03987862,6.03987862,6.0398786196,6.0398786196,6.0398786199671,6.0398786199671,6.0398786199,6.0398786199,5.8533594534,5.44645116015,6.03987861985,6.03987861985,5.96919514995,6.039878619837,6.039878619837,3.79303018175,4.4742900151,5.6933899462,4.6483419218,4.3097534014,6.0398786196,6.0398786196,6.03987861967,6.03987861967,6.03987861967,6.0398786197,6.03987861962,6.03987861962,4.3021882909,4.4617751003,6.03987862006,6.03987861999,6.03987862,6.03987862,6.03987861956,6.03987861956,6.03987861956,6.03987862006,6.03987862006,6.03987862006,6.03987862006,6.03987862006,6.03987862011,6.03987862014,6.03987862014,6.03987862011,6.03987862011,6.03987862011,6.03987862011,6.03987862006,6.03987862006,6.03987861966,6.0398786195,5.94009262258,6.039878619505,6.039878619505,5.8327298551,6.03987861959,5.63273246,6.03987861959,5.3427830018,6.0398786192,4.38715178781,5.91052683901,5.91052683901,5.91052683889,5.83051634442,5.91052683891,5.91052683889,5.91052683879,5.91052683879,5.91052683889,5.91052683889,5.15111249514,5.91052683911,5.91052683901,5.91052683896,5.91052683896,5.91052683896,5.91052683901,4.59822487541,5.91052683912,5.91052683912,5.91052683911,2.32579043311,3.24431910531,0.99023737551,2.10574651152,2.10574651182,2.10574651182,2.10574651221,0.94337280451,0,1.28420663261,1.28420663264,1.28420663259,1.28420663259,1.28420663264,1.28420663281,2.99667545241,2.99667545241,2.99667545241,2.99667545241,2.99667545241,2.99667545251,2.99667545251,2.99667545251,2.99667545251,2.99667545251,2.99667545281,2.99667545281,5.3183795291
"t45",9.35796239949,6.94796835919,8.58489800642,8.58489800642,8.58489800649,8.58489800649,8.58489800659,8.58489800659,8.58489800659,8.58489800639,8.24908981479,8.58489800637,8.58489800637,8.58489800629,7.21494110439,7.21494110439,7.21494110399,7.21494110399,7.2149411043571,7.2149411043571,7.21494110429,7.21494110429,7.02842193779,6.62151364454,7.21494110424,7.21494110424,7.14425763434,7.214941104227,7.214941104227,4.96809266614,5.64935249949,6.86845243059,5.82340440619,5.48481588579,7.21494110399,7.21494110399,7.21494110406,7.21494110406,7.21494110406,7.21494110409,7.21494110401,7.21494110401,5.47725077529,5.63683758469,7.21494110445,7.21494110438,7.21494110439,7.21494110439,7.21494110395,7.21494110395,7.21494110395,7.21494110445,7.21494110445,7.21494110445,7.21494110445,7.21494110445,7.2149411045,7.21494110453,7.21494110453,7.2149411045,7.2149411045,7.2149411045,7.2149411045,7.21494110445,7.21494110445,7.21494110405,7.21494110389,7.11515510697,7.214941103895,7.214941103895,7.00779233949,7.21494110398,6.80779494439,7.21494110398,6.51784548619,7.21494110359,5.5622142722,7.0855893234,7.0855893234,7.08558932328,7.00557882881,7.0855893233,7.08558932328,7.08558932318,7.08558932318,7.08558932328,7.08558932328,6.32617497953,7.0855893235,7.0855893234,7.08558932335,7.08558932335,7.08558932335,7.0855893234,5.7732873598,7.08558932351,7.08558932351,7.0855893235,3.5008529175,4.4193815897,2.1652998599,3.28080899591,3.28080899621,3.28080899621,3.2808089966,2.1184352889,1.28420663261,0,1.16876879583,1.16876879578,1.16876879578,1.16876879583,2.1045588478,4.1717379368,4.1717379368,4.1717379368,4.1717379368,4.1717379368,4.1717379369,4.1717379369,4.1717379369,4.1717379369,4.1717379369,4.1717379372,4.1717379372,6.49344201349
"t52",9.35796239952,6.94796835922,8.58489800645,8.58489800645,8.58489800652,8.58489800652,8.58489800662,8.58489800662,8.58489800662,8.58489800642,8.24908981482,8.5848980064,8.5848980064,8.58489800632,7.21494110442,7.21494110442,7.21494110402,7.21494110402,7.2149411043871,7.2149411043871,7.21494110432,7.21494110432,7.02842193782,6.62151364457,7.21494110427,7.21494110427,7.14425763437,7.214941104257,7.214941104257,4.96809266617,5.64935249952,6.86845243062,5.82340440622,5.48481588582,7.21494110402,7.21494110402,7.21494110409,7.21494110409,7.21494110409,7.21494110412,7.21494110404,7.21494110404,5.47725077532,5.63683758472,7.21494110448,7.21494110441,7.21494110442,7.21494110442,7.21494110398,7.21494110398,7.21494110398,7.21494110448,7.21494110448,7.21494110448,7.21494110448,7.21494110448,7.21494110453,7.21494110456,7.21494110456,7.21494110453,7.21494110453,7.21494110453,7.21494110453,7.21494110448,7.21494110448,7.21494110408,7.21494110392,7.115155107,7.214941103925,7.214941103925,7.00779233952,7.21494110401,6.80779494442,7.21494110401,6.51784548622,7.21494110362,5.56221427223,7.08558932343,7.08558932343,7.08558932331,7.00557882884,7.08558932333,7.08558932331,7.08558932321,7.08558932321,7.08558932331,7.08558932331,6.32617497956,7.08558932353,7.08558932343,7.08558932338,7.08558932338,7.08558932338,7.08558932343,5.77328735983,7.08558932354,7.08558932354,7.08558932353,3.50085291753,4.41938158973,2.16529985993,3.28080899594,3.28080899624,3.28080899624,3.28080899663,2.11843528893,1.28420663264,1.16876879583,0,1.03308306495,1.03308306495,1.033083065,2.10455884783,4.17173793683,4.17173793683,4.17173793683,4.17173793683,4.17173793683,4.17173793693,4.17173793693,4.17173793693,4.17173793693,4.17173793693,4.17173793723,4.17173793723,6.49344201352
"t119",9.35796239947,6.94796835917,8.5848980064,8.5848980064,8.58489800647,8.58489800647,8.58489800657,8.58489800657,8.58489800657,8.58489800637,8.24908981477,8.58489800635,8.58489800635,8.58489800627,7.21494110437,7.21494110437,7.21494110397,7.21494110397,7.2149411043371,7.2149411043371,7.21494110427,7.21494110427,7.02842193777,6.62151364452,7.21494110422,7.21494110422,7.14425763432,7.214941104207,7.214941104207,4.96809266612,5.64935249947,6.86845243057,5.82340440617,5.48481588577,7.21494110397,7.21494110397,7.21494110404,7.21494110404,7.21494110404,7.21494110407,7.21494110399,7.21494110399,5.47725077527,5.63683758467,7.21494110443,7.21494110436,7.21494110437,7.21494110437,7.21494110393,7.21494110393,7.21494110393,7.21494110443,7.21494110443,7.21494110443,7.21494110443,7.21494110443,7.21494110448,7.21494110451,7.21494110451,7.21494110448,7.21494110448,7.21494110448,7.21494110448,7.21494110443,7.21494110443,7.21494110403,7.21494110387,7.11515510695,7.214941103875,7.214941103875,7.00779233947,7.21494110396,6.80779494437,7.21494110396,6.51784548617,7.21494110357,5.56221427218,7.08558932338,7.08558932338,7.08558932326,7.00557882879,7.08558932328,7.08558932326,7.08558932316,7.08558932316,7.08558932326,7.08558932326,6.32617497951,7.08558932348,7.08558932338,7.08558932333,7.08558932333,7.08558932333,7.08558932338,5.77328735978,7.08558932349,7.08558932349,7.08558932348,3.50085291748,4.41938158968,2.16529985988,3.28080899589,3.28080899619,3.28080899619,3.28080899658,2.11843528888,1.28420663259,1.16876879578,1.03308306495,0,0.0823091215,0.34572861415,2.10455884778,4.17173793678,4.17173793678,4.17173793678,4.17173793678,4.17173793678,4.17173793688,4.17173793688,4.17173793688,4.17173793688,4.17173793688,4.17173793718,4.17173793718,6.49344201347
"t120",9.35796239947,6.94796835917,8.5848980064,8.5848980064,8.58489800647,8.58489800647,8.58489800657,8.58489800657,8.58489800657,8.58489800637,8.24908981477,8.58489800635,8.58489800635,8.58489800627,7.21494110437,7.21494110437,7.21494110397,7.21494110397,7.2149411043371,7.2149411043371,7.21494110427,7.21494110427,7.02842193777,6.62151364452,7.21494110422,7.21494110422,7.14425763432,7.214941104207,7.214941104207,4.96809266612,5.64935249947,6.86845243057,5.82340440617,5.48481588577,7.21494110397,7.21494110397,7.21494110404,7.21494110404,7.21494110404,7.21494110407,7.21494110399,7.21494110399,5.47725077527,5.63683758467,7.21494110443,7.21494110436,7.21494110437,7.21494110437,7.21494110393,7.21494110393,7.21494110393,7.21494110443,7.21494110443,7.21494110443,7.21494110443,7.21494110443,7.21494110448,7.21494110451,7.21494110451,7.21494110448,7.21494110448,7.21494110448,7.21494110448,7.21494110443,7.21494110443,7.21494110403,7.21494110387,7.11515510695,7.214941103875,7.214941103875,7.00779233947,7.21494110396,6.80779494437,7.21494110396,6.51784548617,7.21494110357,5.56221427218,7.08558932338,7.08558932338,7.08558932326,7.00557882879,7.08558932328,7.08558932326,7.08558932316,7.08558932316,7.08558932326,7.08558932326,6.32617497951,7.08558932348,7.08558932338,7.08558932333,7.08558932333,7.08558932333,7.08558932338,5.77328735978,7.08558932349,7.08558932349,7.08558932348,3.50085291748,4.41938158968,2.16529985988,3.28080899589,3.28080899619,3.28080899619,3.28080899658,2.11843528888,1.28420663259,1.16876879578,1.03308306495,0.0823091215,0,0.34572861415,2.10455884778,4.17173793678,4.17173793678,4.17173793678,4.17173793678,4.17173793678,4.17173793688,4.17173793688,4.17173793688,4.17173793688,4.17173793688,4.17173793718,4.17173793718,6.49344201347
"t101",9.35796239952,6.94796835922,8.58489800645,8.58489800645,8.58489800652,8.58489800652,8.58489800662,8.58489800662,8.58489800662,8.58489800642,8.24908981482,8.5848980064,8.5848980064,8.58489800632,7.21494110442,7.21494110442,7.21494110402,7.21494110402,7.2149411043871,7.2149411043871,7.21494110432,7.21494110432,7.02842193782,6.62151364457,7.21494110427,7.21494110427,7.14425763437,7.214941104257,7.214941104257,4.96809266617,5.64935249952,6.86845243062,5.82340440622,5.48481588582,7.21494110402,7.21494110402,7.21494110409,7.21494110409,7.21494110409,7.21494110412,7.21494110404,7.21494110404,5.47725077532,5.63683758472,7.21494110448,7.21494110441,7.21494110442,7.21494110442,7.21494110398,7.21494110398,7.21494110398,7.21494110448,7.21494110448,7.21494110448,7.21494110448,7.21494110448,7.21494110453,7.21494110456,7.21494110456,7.21494110453,7.21494110453,7.21494110453,7.21494110453,7.21494110448,7.21494110448,7.21494110408,7.21494110392,7.115155107,7.214941103925,7.214941103925,7.00779233952,7.21494110401,6.80779494442,7.21494110401,6.51784548622,7.21494110362,5.56221427223,7.08558932343,7.08558932343,7.08558932331,7.00557882884,7.08558932333,7.08558932331,7.08558932321,7.08558932321,7.08558932331,7.08558932331,6.32617497956,7.08558932353,7.08558932343,7.08558932338,7.08558932338,7.08558932338,7.08558932343,5.77328735983,7.08558932354,7.08558932354,7.08558932353,3.50085291753,4.41938158973,2.16529985993,3.28080899594,3.28080899624,3.28080899624,3.28080899663,2.11843528893,1.28420663264,1.16876879583,1.033083065,0.34572861415,0.34572861415,0,2.10455884783,4.17173793683,4.17173793683,4.17173793683,4.17173793683,4.17173793683,4.17173793693,4.17173793693,4.17173793693,4.17173793693,4.17173793693,4.17173793723,4.17173793723,6.49344201352
"t24",9.35796239969,6.94796835939,8.58489800662,8.58489800662,8.58489800669,8.58489800669,8.58489800679,8.58489800679,8.58489800679,8.58489800659,8.24908981499,8.58489800657,8.58489800657,8.58489800649,7.21494110459,7.21494110459,7.21494110419,7.21494110419,7.2149411045571,7.2149411045571,7.21494110449,7.21494110449,7.02842193799,6.62151364474,7.21494110444,7.21494110444,7.14425763454,7.214941104427,7.214941104427,4.96809266634,5.64935249969,6.86845243079,5.82340440639,5.48481588599,7.21494110419,7.21494110419,7.21494110426,7.21494110426,7.21494110426,7.21494110429,7.21494110421,7.21494110421,5.47725077549,5.63683758489,7.21494110465,7.21494110458,7.21494110459,7.21494110459,7.21494110415,7.21494110415,7.21494110415,7.21494110465,7.21494110465,7.21494110465,7.21494110465,7.21494110465,7.2149411047,7.21494110473,7.21494110473,7.2149411047,7.2149411047,7.2149411047,7.2149411047,7.21494110465,7.21494110465,7.21494110425,7.21494110409,7.11515510717,7.214941104095,7.214941104095,7.00779233969,7.21494110418,6.80779494459,7.21494110418,6.51784548639,7.21494110379,5.5622142724,7.0855893236,7.0855893236,7.08558932348,7.00557882901,7.0855893235,7.08558932348,7.08558932338,7.08558932338,7.08558932348,7.08558932348,6.32617497973,7.0855893237,7.0855893236,7.08558932355,7.08558932355,7.08558932355,7.0855893236,5.77328736,7.08558932371,7.08558932371,7.0855893237,3.5008529177,4.4193815899,2.1652998601,3.28080899611,3.28080899641,3.28080899641,3.2808089968,2.1184352891,1.28420663281,2.1045588478,2.10455884783,2.10455884778,2.10455884778,2.10455884783,0,4.171737937,4.171737937,4.171737937,4.171737937,4.171737937,4.1717379371,4.1717379371,4.1717379371,4.1717379371,4.1717379371,4.1717379374,4.1717379374,6.49344201369
"t41",9.35796239949,6.94796835919,8.58489800642,8.58489800642,8.58489800649,8.58489800649,8.58489800659,8.58489800659,8.58489800659,8.58489800639,8.24908981479,8.58489800637,8.58489800637,8.58489800629,7.21494110439,7.21494110439,7.21494110399,7.21494110399,7.2149411043571,7.2149411043571,7.21494110429,7.21494110429,7.02842193779,6.62151364454,7.21494110424,7.21494110424,7.14425763434,7.214941104227,7.214941104227,4.96809266614,5.64935249949,6.86845243059,5.82340440619,5.48481588579,7.21494110399,7.21494110399,7.21494110406,7.21494110406,7.21494110406,7.21494110409,7.21494110401,7.21494110401,5.47725077529,5.63683758469,7.21494110445,7.21494110438,7.21494110439,7.21494110439,7.21494110395,7.21494110395,7.21494110395,7.21494110445,7.21494110445,7.21494110445,7.21494110445,7.21494110445,7.2149411045,7.21494110453,7.21494110453,7.2149411045,7.2149411045,7.2149411045,7.2149411045,7.21494110445,7.21494110445,7.21494110405,7.21494110389,7.11515510697,7.214941103895,7.214941103895,7.00779233949,7.21494110398,6.80779494439,7.21494110398,6.51784548619,7.21494110359,5.5622142722,7.0855893234,7.0855893234,7.08558932328,7.00557882881,7.0855893233,7.08558932328,7.08558932318,7.08558932318,7.08558932328,7.08558932328,6.32617497953,7.0855893235,7.0855893234,7.08558932335,7.08558932335,7.08558932335,7.0855893234,5.7732873598,7.08558932351,7.08558932351,7.0855893235,3.5008529175,4.4193815897,2.7420969899,4.17173793651,4.17173793681,4.17173793681,4.1717379372,3.1748933409,2.99667545241,4.1717379368,4.17173793683,4.17173793678,4.17173793678,4.17173793683,4.171737937,0,1.3415797538,1.597256959,1.597256959,2.5349100358,2.5349100359,2.5349100359,2.5349100359,2.5349100359,2.5349100359,3.356561882,3.356561882,6.49344201349
